park_code,price_type,cost,fee_type,pass_category,description,id
chcu,fee,25.00,Entrance - Private Vehicle,,"This fee allows all persons traveling in one private, non-commercial vehicle (car/truck/van) to enter the park to visit for up to 7 days from the date of purchase.",BE438865-9FE0-47EA-A0F6-8FD684FDB3CE
chcu,fee,15.00,Entrance - Per Person,,"This fee allows a single individual traveling on foot, bicycle, or as individuals traveling together in a vehicle as a non-commercial, organized group to enter the park to visit for up to 7 days from the date of purchase.",297FF28F-F860-4DE0-8892-658DE0720CAA
chcu,fee,20.00,Entrance - Motorcycle,,This fee allows one motorcycle to enter the park to visit for up to 7 days from the date of purchase.,92C5E132-9755-4D39-A0D9-2567E715626C
chcu,fee,40.00,Commercial Entrance - Van,,This fee for commercial entrance is charged per vehicle and based on the capacity of the vehicle.,650D8AC0-8969-4193-98EE-4A90C10DE490
chcu,fee,100.00,Commercial Entrance - Motor Coach,,This fee for commercial entrance is charged per vehicle and based on the capacity of the vehicle.,505ED20B-F5C9-41B3-B769-7F2125DCCDB5
chcu,fee,25.00,Entrance - Non-commercial Groups,,"Non-commercial groups are charged per vehicle and based on the capacity of the vehicle. For vehicles with a seating capacity of 15 or fewer, the fee is $25. For vehicles with a seating capacity of 16 or more, the fee is $15/person up to the commercial fee rate. Interagency passes may be used for entry in lieu of the $15/person fee.",90A379E4-8BB8-4473-A7FC-5C40A6799F53
chcu,fee,0.00,Entrance - Education/Academic Groups,,"If you represent an academic institution, you may be eligible for a fee waiver. Download and complete the Academic Fee Waiver and mail it to the park at least two weeks prior to your intended visit. We will notify you of the approval or disapproval of your application before your arrival. Please call 505-786-7014 for any additional questions about this process.",516265AE-687C-4ABE-8223-16411A6DBE6F
chcu,fee,40.00,Commercial Entrance - Sedan,,This fee for commercial entrance is charged per vehicle and based on the capacity of the vehicle.,6B829FD4-3672-49FC-A7D7-A94349ED435D
chcu,fee,40.00,Commercial Entrance - Mini-bus,,This fee for commercial entrance is charged per vehicle and based on the capacity of the vehicle.,83E83666-C3AC-4B3F-9B93-E93417E86939
choh,fee,20.00,Entrance - Private Vehicle,,"Pass is for one private, non-commercial vehicle — passenger cars, pickup trucks, RVs and vans — and is valid at the Great Falls area of the Chesapeake and Ohio Canal National Historical Park on the Maryland side of the Potomac River and Great Falls Park on the Virginia side of the Potomac River.",FCFFF54D-81B0-4971-9532-87CAFF3AA35A
choh,fee,15.00,Entrance - Motorcycle,,Pass is for one motorcycle and is valid at the Great Falls area of the Chesapeake and Ohio Canal National Historical Park on the Maryland side of the Potomac River and at Great Falls Park on the Virginia side of the Potomac River.,31BDC16B-1D6B-4853-893B-CDCAC0FB6AA7
choh,fee,10.00,Entrance - Per Person,,Pass is for one person 16 years of age or older — entering on foot or by bicycle — and is valid at the Great Falls area of the Chesapeake and Ohio Canal National Historical Park on the Maryland side of the Potomac River and at Great Falls Park on the Virginia side of the Potomac River.,ED226A8B-F0CB-42D5-8EA4-AB69009C8FA8
choh,fee,0.00,Entrance - Education/Academic Groups,,"Academic groups visiting the Great Falls area for a park ranger program have an automatic entrance fee waiver. Accredited academic institutions or groups coming to the Great Falls area of the park for a curriculum based visit, not attending a park ranger program must apply for an academic fee waiver. All materials must be provided in order to be considered. A fee waiver is not guaranteed. Allow up to two weeks for processing. Please email application to choh_educational_fee_waiver@nps.gov.",EFFB46DB-41F3-4E83-8960-DDB27013CEDB
choh,fee,20.00,Entrance - Non-commercial Groups,,"Includes church groups, college/school groups, scouts, service organizations, military, etc...
Vehicles with passenger capacity of fewer than 16 persons, $20 for the vehicle.
Vehicles with a passenger capacity of 16 or more persons, $10 per person age 16 and over.
Removal of seats from a vehicle does not then qualify for the lower rate. Age and pass exemptions apply.
The total fee charged for an Organized Non-Commercial Group will not exceed the $100 fee per vehicle.",0237FB32-CEDB-442E-A752-CD141C812885
choh,fee,100.00,Commercial Entrance - Motor Coach,,The commercial pass is valid for date of purchase plus six days at the Great Falls area of the Chesapeake and Ohio Canal National Historical Park on the Maryland side of the Potomac River. Please note that fees are based on vehicle capacity and not actual occupants.,D6E3F67F-64E7-4DD7-BDF0-36C497B946E6
choh,fee,40.00,Commercial Entrance - Van,,The commercial pass is valid for date of purchase plus six days at the Great Falls area of the Chesapeake and Ohio Canal National Historical Park on the Maryland side of the Potomac River. Please note that fees are based on vehicle capacity and not actual occupants.,89E17BF4-A34B-4CCF-BFBC-F7B6B7AE5449
choh,fee,40.00,Commercial Entrance - Mini-bus,,The commercial pass is valid for date of purchase plus six days at the Great Falls area of the Chesapeake and Ohio Canal National Historical Park on the Maryland side of the Potomac River. Please note that fees are based on vehicle capacity and not actual occupants.,752466BA-E5A6-460B-BC7F-E74C7A869F4A
choh,fee,25.00,Commercial Entrance - Sedan,,The commercial pass is valid for date of purchase plus six days at the Great Falls area of the Chesapeake and Ohio Canal National Historical Park on the Maryland side of the Potomac River. Please note that fees are based on vehicle capacity and not actual occupants.,3C8BC972-0543-4203-B21B-CBFBE22131EB
choh,pass,35.00,,Annual Entrance - Park,"Valid for one full year from the month of purchase. Permits access to the Great Falls area of the C&O Canal National Historical Park in Maryland and Great Falls Park in Virginia. The annual pass allows entrance for the pass holder and additional passengers in a single private non-commercial vehicle, or pass holder plus three adults when entering on foot or bicycle",E6226A4B-6D40-4273-A111-72E9DDB980C9
chri,fee,10.00,Entrance - Per Person,,Adults 16 and older.  Children under the age of 16 are admitted free with an adult.,37B1B838-B3E0-47CF-8DFB-1824E91DE6D4
colm,fee,25.00,Entrance - Private Vehicle,,"$25 for a private vehicle. Unlimited entry for one vehicle and all its passengers for seven consecutive days, beginning on the day of purchase. Private vehicle must be non-commercial and with a seating capacity of 15 or less.",EB9FF2F3-EF2F-4408-A7A4-79EF907DDB17
colm,fee,20.00,Entrance - Motorcycle,,This pass is good for 7 days.,7B9BB8C1-1388-4640-A8C4-DD6BE1FC6A70
colm,fee,15.00,Entrance - Per Person,,This pass is good for 7 days for an individual who is walking or bicycling into the monument.,F6D5CEB3-B30A-48E6-B872-F891B87B3C75
colm,fee,15.00,Entrance - Non-commercial Groups,,"Organized groups such as Scouts, Rotary, Hiking Clubs, Youth Groups, Religious Institutions, etc. that do not qualify for an Academic Fee Waiver are charged as follows:  $15 per person, not to exceed the equivalent commercial rate.  Passes are valid for 7 days.  Youth ages 15 and under are free.  Individuals or families in the group may use any valid Annual or Lifetime pass for entry.  Pass and photo ID must be presented.",CC87BBCB-51FD-41C0-9496-CB83CF75A8E3
colm,fee,0.00,Entrance - Education/Academic Groups,,Groups entering the park for educational purposes (curriculum-based classes or activities) may be eligible for a free academic fee wavier.  Email COLM_permits@nps.gov to apply for a waiver or for more information.,E7113E8F-6159-4D51-87EF-D44AD2FFCF78
colm,fee,25.00,Commercial Entrance - Sedan,,"Cost:  $25, plus $15 per person to a maximum of $40.  The entry fees for commercial tours are based on the total capacity of vehicles that carry 7 or more people, regardless of the actual number of passengers.  Possession of an annual or lifetime pass, or the ages of the passengers, does not affect the price charged unless the vehicle's capacity is less than 7 passengers, excluding the driver.",14B1C2FB-2107-499E-A19E-BE65230EC122
colm,fee,40.00,Commercial Entrance - Van,,"The entry fees for commercial tours are based on the total capacity of vehicles that carry 7 or more people, regardless of the actual number of passengers.  Possession of an annual or lifetime pass, or the ages of the passengers, does not affect the price charged unless the vehicle's capacity is less than 7 passengers, excluding the driver.",748A895F-929E-463E-8ABF-D69FA9E2F8A4
colm,fee,40.00,Commercial Entrance - Mini-bus,,"The entry fees for commercial tours are based on the total capacity of vehicles that carry 7 or more people, regardless of the actual number of passengers.  Possession of an annual or lifetime pass, or the ages of the passengers, does not affect the price charged unless the vehicle's capacity is less than 7 passengers, excluding the driver.",F6724B08-FA61-40CE-9281-9212FA7A4F63
colm,fee,100.00,Commercial Entrance - Motor Coach,,"The entry fees for commercial tours are based on the total capacity of vehicles that carry 7 or more people, regardless of the actual number of passengers.  Possession of an annual or lifetime pass, or the ages of the passengers, does not affect the price charged unless the vehicle's capacity is less than 7 passengers, excluding the driver.",D4A9E93A-EFD5-4C9D-90FD-8F003200C30E
colm,pass,45.00,,Annual Entrance - Park,"Annual Pass for Colorado National Monument, valid for one year from month of purchase.",39AA9F02-9F48-4635-B01F-190110F30120
colo,fee,15.00,Entrance - Per Person,,Adult (16 and older) -$15; good for 7 days entrance to Yorktown Battlefield (and NPS areas at Historic Jamestowne); can be upgraded to see Preservation Virginia areas at Historic Jamestowne for an additional $15 at the Historic Jamestowne Visitor Center. Yorktown Battlefield will not be selling the $30 entrance permit for Historic Jamestowne.,30593E83-EDA9-44AF-A17C-8D234A11D87B
colo,pass,45.00,,Annual Entrance - Park,The Colonial Annual Pass admits passholder and three accompanying adults unlimited admittance to both NPS areas at Historic Jamestowne and Yorktown Battlefield during regular operating hours. Pass is valid for twelve months from the month of purchase. Note: There is an additional $ 15.00 Preservation Virginia entrance fee for each adult entering on the Colonial Pass to Historic Jamestowne to visit the Preservation Virginia historic areas.,C6FAC814-7483-414E-9FB2-6E05FC5CF309
crla,fee,30.00,Entrance - Private Vehicle,,"This is the summer entrance fee and is charged from mid-May through the end of October.  Admits one private, non-commercial vehicle (15-passenger capacity or less) and all occupants. Good for 7 days.",BC6E2169-5E04-4D97-A704-435170D503DD
crla,fee,20.00,Entrance - Private Vehicle,,"This is the winter entrance fee.  Admits one private, non-commercial vehicle (15-passenger capacity or less) and all occupants. Good for 7 days.",5F0391B3-9C78-4927-A92E-A124C86DC1ED
crla,fee,25.00,Entrance - Motorcycle,,"Admits one or two passengers on a private, non-commercial motorcycle. Good for 7 days. Summer rate from mid-May to October 31st.",75AA80EB-566D-4FCB-B42D-3153A7A1D3B3
crla,fee,15.00,Entrance - Motorcycle,,"Admits one or two passengers on a private, non-commercial motorcycle. Good for 7 days. Winter rate from 11/1 through mid-May.",50EDA189-E13E-44E9-9CB0-C18E30192D70
crla,fee,15.00,Entrance - Per Person,,"Admits one individual with no motor vehicle (bicyclist, hiker, pedestrian). Youth 15 and under are admitted free of charge. Good for 7 days.",C129424A-5267-4C85-8B86-5B36011CB19D
crla,fee,15.00,Entrance - Snowmobile,,Admits one individual on a snowmobile for travel on snow covered North Entrance Road closed to regular vehicle traffic. Youth 15 and under are admitted free of charge. Good for 7 days.,63334884-EB16-4657-8C43-332777161FD8
crla,fee,25.00,Commercial Entrance - Sedan,,"Fees for commercial vehicles are based on the capacity of the vehicle, not the number of passengers on board.  In addition to the $25 per vehicle there is also a $15 per passenger charge.",4DD9A86B-20D6-4059-B2F6-3E4FE8D7E913
crla,fee,75.00,Commercial Entrance - Van,,"Fees for commercial vehicles are based on the capacity of the vehicle, not the number of passengers on board.",312EC1CC-8B15-478C-9A79-5E46E8B8A863
crla,fee,100.00,Commercial Entrance - Mini-bus,,"Fees for commercial vehicles are based on the capacity of the vehicle, not the number of passengers on board.",98E224F9-B853-4BCE-8D18-A7C3284DD70A
