wheelchair,latitude,longitude,accomm_type,state,name,street,house_number,city,website,phone
yes,-81.5337392,28.3531057,hotel,FL,Waldorf Astoria Orlando,Bonnet Creek Resort Lane,14200,Orlando,https://www.waldorfastoriaorlando.com/,+1-407-597-5500
yes,-121.9354572,37.6957229,hotel,CA,Pleasanton Marriott,Dublin Canyon Road,11950,Pleasanton,https://www.marriott.com/hotels/travel/oakmc-pleasanton-marriott/,+1-925-847-6000
yes,-77.0757778,38.8939225,hotel,VA,Sonesta Select Arlington Rosslyn,Clarendon Boulevard,1533,Arlington,https://www.sonesta.com/us/virginia/arlington/sonesta-select-arlington-rosslyn,+1-703-528-2222
yes,-93.2734502,44.9771135,hotel,MN,The Royal Sonesta Minneapolis Downtown,South 7th Street,35,Minneapolis,https://www.sonesta.com/us/minnesota/minneapolis/royal-sonesta-minneapolis-downtown,+1-612-339-4900
yes,-95.369307,29.7569247,hotel,TX,Hyatt Regency Houston,Louisiana Street,1200,Houston,https://www.hyatt.com/hyatt-regency/en-us/hourh-hyatt-regency-houston,+1 713-654-1234
yes,-120.6745786,35.2673493,hotel,,Madonna Inn,Madonna Road,100,,https://www.madonnainn.com/,+1-805-543-3000
yes,-120.6558544,35.2776578,hostel,,Hostel Obispo,,1617,,,
yes,-111.8523071,33.3908351,hotel,AZ,La Quinta Inn & Suites - Phoenix Mesa West,West Grove Avenue,902,Mesa,https://www.wyndhamhotels.com/laquinta/mesa-arizona/la-quinta-phoenix-mesa-west/overview,+1 480-844-8747
yes,-104.8801376,39.5894632,hotel,CO,Sheraton Denver Tech Center Hotel,South Clinton Street,7007,Greenwood Village,https://www.marriott.com/hotels/travel/densi-sheraton-denver-tech-center-hotel/,+1 303-799-6200
limited,-122.0288736,37.3761927,hotel,CA,Aloft Sunnyvale,South Sunnyvale Avenue,170,Sunnyvale,https://www.marriott.com/en-us/hotels/sjcvl-aloft-sunnyvale/,+1 408-736-0300
yes,-78.6399774,35.7735436,hotel,NC,Raleigh Marriott City Center,Fayetteville Street,500,Raleigh,https://www.marriott.com/hotels/travel/rdumc-raleigh-marriott-city-center/,+1-919-833-1120
yes,-78.6205467,35.8298214,hotel,NC,,Wake Forest Road,3415,Raleigh,,
yes,-78.5410503,35.9512803,hotel,NC,Holiday Inn Express & Suites Raleigh North - Wake Forest,Common Oaks Drive,11400,Raleigh,,
yes,-78.6755038,35.8347049,hotel,,Residence Inn Raleigh Crabtree Valley,,,,,
yes,-78.6753731,35.8346148,hotel,NC,Residence Inn Raleigh Crabtree Valley,Summit Park Lane,2200,Raleigh,https://www.marriott.com/rduee,+1 919-279-3000
yes,-77.0193752,38.8855527,hotel,DC,Holiday Inn,C Street Southwest,550,Washington,https://www.hicapitoldc.com/,+1 202-479-4000
yes,-77.0264883,38.8993407,hotel,DC,Grand Hyatt Washington,H Street Northwest,1000,Washington,https://washingtondc.grand.hyatt.com/,+1 202-582-1234
yes,-77.0334359,38.9053158,hotel,DC,"The Westin Washington, D.C City Center",M Street Northwest,1400,Washington,https://www.marriott.com/en-us/hotels/wascw-the-westin-washington-dc-city-center/overview/,+1-202-429-1700
yes,-77.0360883,38.9021044,hotel,DC,"The St. Regis Washington, D.C.",16th Street Northwest,923,Washington,https://www.marriott.com/hotels/travel/wassx-the-st-regis-washington-dc/,+1-202-638-2626
yes,-77.0179769,38.8829065,hotel,DC,Hyatt Place,E Street Southwest,400,Washington,https://www.hyatt.com/en-us/hotel/washington-dc/hyatt-place-washington-dc-national-mall/waszc,+1 202-803-6110
yes,-157.8251831,21.2761645,hotel,HI,Hyatt Regency Waikiki Beach Resort and Spa,Kalākaua Avenue,2424,Honolulu,https://waikiki.regency.hyatt.com/en/hotel/home.html,+1-808-923-1234
yes,-78.8812196,42.8830277,hotel,NY,Buffalo Grand Hotel & Event Center,Church Street,120,Buffalo,,
yes,-157.8236134,21.2753143,hotel,,Waikiki Resort Hotel,Koa Avenue,2460,,,+1-808-922-4911
yes,-84.5073273,39.1366778,hotel,OH,Graduate Cincinnati,Goodman Street,151,Cincinnati,https://www.graduatehotels.com/cincinnati/,+1-513-487-3800
yes,-94.5831286,39.0829578,hotel,MO,The Westin Crown Center,East Pershing Road,1,Kansas City,,
yes,-74.181742,40.6921164,hotel,,Marriott Newark Airport,,,,,
yes,-115.1743079,36.1062183,hotel,NV,Waldorf Astoria Las Vegas,Las Vegas Boulevard South,3752,Las Vegas,https://www.waldorfastorialasvegas.com/,+1-702-590-8888
yes,-76.6428726,39.4545476,hotel,MD,Holiday Inn Timonium,Deereco Road,9615,Lutherville,,
yes,-93.4224435,44.8603226,hotel,MN,SpringHill Suites Minneapolis Eden Prairie,Leona Road,11552,Eden Prairie,https://www.marriott.com/mspen,+1 952-944-7700
yes,-104.9869109,39.9152945,hotel,CO,Baymont,East 120th Avenue,243,Thornton,https://www.wyndhamhotels.com/baymont/thornton-colorado/baymont-thornton/overview,+1 303-451-7900
limited,-77.0399539,38.9075037,hotel,DC,Tabard Inn,N Street Northwest,1739,Washington,https://www.tabardinn.com/,+1 202-785-1277
yes,-77.0397084,38.9074198,hotel,DC,"Courtyard Washington, DC Dupont Circle",N Street Northwest,1733,Washington,https://www.marriott.com/hotels/travel/wasnc-courtyard-washington-dc-dupont-circle/,+1 202-968-7300
yes,-77.0369364,38.9059489,hotel,DC,The Jefferson,16th Street Northwest,1200,Washington,,
yes,-84.6273355,39.0567336,hotel,KY,Holiday Inn Cincinnati Airport,Airport Exchange Boulevard,1717,Erlanger,https://www.ihg.com/holidayinn/hotels/us/en/erlanger/cvgap/hoteldetail,+1 859-371-2233
yes,-73.6989444,42.6254895,hotel,NY,Fairfield Inn & Suites Albany East Greenbush,Troy Road,124,East Greenbush,https://www.marriott.com/albeg,+1 518-477-7984
yes,-87.8775706,42.1625854,hotel,IL,Chicago Marriott Suites Deerfield,Parkway N,2,Deerfield,https://www.marriott.com/hotels/travel/chids-chicago-marriott-suites-deerfield/?scid=bb1a189a-fec3-4d19-a255-54ba596febe2,+1-847-405-9666
yes,-119.0118296,35.3727606,hotel,CA,Bakersfield Marriott at the Convention Center,Truxtun Avenue,801,Bakersfield,,
yes,-119.0215087,35.3755654,hotel,,Padre Hotel,,,,,
yes,-119.0088521,35.3739624,hotel,,,,,,,
yes,-119.0419125,35.3836475,hotel,CA,La Quinta Inn Bakersfield South,,,,https://www.wyndhamhotels.com/laquinta/bakersfield-california/la-quinta-inn-bakersfield-south/overview,+1 661-325-7400
yes,-119.0314256,35.3184052,hotel,,Bakersfield Inn & Suites,White Lane,2514,Bakersfield,,+16618338000
yes,-119.0589339,35.3600015,hotel,CA,Four Points by Sheraton Bakersfield,California Avenue,5101,Bakersfield,https://www.marriott.com/hotels/travel/bflfp-four-points-bakersfield/,+1 661-325-9700
yes,-119.098611,35.3413087,hotel,,Homewood Suites by Hilton Bakersfield,,,,,
yes,-105.1313555,39.7216576,hotel,CO,Sheraton Denver West Hotel,Union Boulevard,360,Lakewood,https://www.marriott.com/hotels/travel/densw-sheraton-denver-west-hotel/,+1 303-987-2000
yes,-115.1716534,36.1150854,hotel,NV,The Cromwell Las Vegas,Las Vegas Boulevard South,3595,Las Vegas,https://www.thecromwell.com,
yes,-75.23155,39.89045,hotel,PA,Sheraton Suites Philadelphia Airport,Island Avenue,4101 B,Philadelphia,https://www.marriott.com/hotels/travel/phlsa-sheraton-suites-philadelphia-airport/,+1-215-365-6600
yes,-97.0234106,32.835381,hotel,TX,Quality Inn & Suites Dfw Airport South,West Airport Freeway,4940,Irving,,+1-972-790-7979
yes,-157.8385465,21.2843285,hotel,,The Ilikai Hotel,Ala Moana Boulevard,1777,Honolulu,https://clubwyndham.wyndhamdestinations.com/us/en/resorts/wyndham-hotels-resorts/united-states-of-america/hawaii/honolulu/waikiki-marina-resort-at-the-ilikai,
yes,-157.8320782,21.279415,hotel,HI,"Ka Laʻi Waikiki Beach, LXR Hotels & Resorts",Saratoga Road,223,Honolulu,https://www.hilton.com/en/hotels/hnlwiol-ka-lai-waikiki-beach/,+1 808 683 7777
yes,-77.2101172,39.1564912,hotel,MD,"Homewood Suites by Hilton Washington, DC North/Gaithersburg",Russell Avenue,805,Gaithersburg,https://homewoodsuites3.hilton.com/en/hotels/maryland/homewood-suites-by-hilton-washington-dc-north-gaithersburg-GAINGHW/index.html,+1-301-670-0008
yes,-111.9527399,40.7721284,hotel,UT,Sonesta Simply Suites,North Temple,2170,Salt Lake City,https://www.sonesta.com/sonesta-simply-suites/ut/salt-lake-city/sonesta-simply-suites-salt-lake-city-airport/,+18013597500
yes,-111.9523081,40.7709736,hotel,UT,Radisson,North Temple,2177 W,Salt Lake City,https://www.radissonhotels.com/en-us/hotels/radisson-salt-lake-city-airport,+1-801-364-5800
yes,-111.9506009,40.7723851,hotel,UT,Patient and Family Housing,North Temple,2080,Salt Lake City,https://healthcare.utah.edu/locations/patient-family-housing/,+1-801-521-4763
yes,-111.9506018,40.7732331,hotel,UT,Comfort Suites Airport,2100 West,171,Salt Lake City,https://www.choicehotels.com/utah/salt-lake-city/comfort-suites-hotels/ut053?source=gyxt,+1 801-715-8688
yes,-87.6264574,41.8888728,hotel,IL,Trump International Hotel & Tower Chicago,North Wabash Avenue,401,Chicago,https://www.trumphotels.com/chicago,+1-312-588-8000
yes,-77.86404,40.7915294,hotel,PA,Graduate State College,South Atherton Street,125,State College,https://www.graduatehotels.com/state-college,+1-814-231-2100
yes,-77.0275812,38.8940964,hotel,DC,Waldorf Astoria Washington DC,Pennsylvania Avenue Northwest,1100,Washington,https://www.hilton.com/en/hotels/dcawawa-waldorf-astoria-washington-dc/,+1-202-695-1100
limited,-77.0403545,38.899927,hotel,DC,AKA White House,H Street Northwest,1710,Washington,https://www.stayaka.com/locations/washington-dc,+1-202-904-2500
yes,-77.0519498,38.9057516,hotel,,The Fairmont,M Street Northwest,2401,,https://www.fairmont.com/washington/,+1 800-257-7544
limited,-77.0154351,38.9014845,hotel,,Capital View,I Street Northwest,301,,,
yes,-83.0476921,42.3279976,hotel,MI,Fort Pontchartrain Detroit a Wyndham Hotel,Washington Boulevard,2,Detroit,,+1-313-965-0200
yes,-83.0659218,42.3487917,hostel,MI,El Moore,West Alexandrine Street,624,Detroit,https://elmoore.com/,
yes,-75.6853028,41.3636145,hotel,PA,Courtyard by Marriott Scranton Montage Mountain,Glenmaura National Boulevard,16,Scranton,https://www.marriott.com/en-us/hotels/scrcy-courtyard-scranton-wilkes-barre/overview/,+1 570 969 2100
yes,-97.7973853,30.4663875,hotel,TX,Extended Stay America,US 183,13858,Austin,https://www.extendedstayamerica.com/hotels/tx/austin/northwest-lakeline-mall,+1-512-258-3365
yes,-97.7186213,30.4068045,hotel,TX,La Quinta Inn & Suites,North MoPac Expressway,11901,Austin,https://www.wyndhamhotels.com/laquinta/austin-texas/la-quinta-austin-at-the-domain/overview?CID=LC:LQ::GGL:RIO:National:53163&iata=00093796,+1 512-832-2121
yes,-122.6730571,45.5062824,hotel,OR,Residence Inn,South River Parkway,2115,Portland,https://www.marriott.com/pdxri,+1 503-552-9500
yes,-66.0552409,18.4033125,hotel,,Dreams Hotel,Avenida Universidad,109,,,1 787 688 5818
yes,-94.3937064,45.5804424,guest_house,MN,Saint Benet Hall,,,,,
yes,-122.2606177,47.4542059,hotel,WA,DoubleTree Suites - Seattle Airport/Southcenter,Southcenter Parkway,16500,Seattle,http://doubletree1.hilton.com/en_US/dt/hotel/SEASPDT-Doubletree-Guest-Suites-Seattle-Airport-Southcenter-Washington/index.do,+1 206-575-8220
limited,-81.493458,28.3596518,hotel,FL,Caribe Royale Orlando,World Center Drive,8101,Orlando,https://www.cariberoyale.com/,+1-407-238-8000
yes,-82.6336845,27.7714305,hotel,FL,Ponce de Leon Hotel,Central Avenue,95,Saint Petersburg,https://www.poncedeleonhotel.com/,+1 727 550-9300
limited,-122.4087763,37.7886605,hotel,CA,Chancellor Hotel,Powell Street,433,San Francisco,https://www.chancellorhotel.com/,+1 800-428-4748
yes,-122.4004503,37.7854683,hotel,CA,W San Francisco,3rd Street,181,San Francisco,https://www.marriott.com/hotels/travel/sfowh-w-san-francisco,+1-415-777-5300
yes,-81.3755161,28.5417512,hotel,FL,Embassy Suites by Hilton Orlando Downtown,East Pine Street,191,Orlando,https://www.hilton.com/en/hotels/mcodtes-embassy-suites-orlando-downtown/,
yes,-122.2612865,37.5235024,hotel,CA,Grand Bay Hotel San Francisco,Twin Dolphin Drive,223,Redwood City,https://grandbayhotelsf.com/,+1-650-598-9000
yes,-119.7195225,36.764169,hotel,,BEST WESTERN PLUS Fresno Airport Hotel,,,,,
yes,-81.4633498,28.4579482,hotel,FL,Best Western Orlando Gateway Hotel,Universal Boulevard,7299,Orlando,https://www.bestwestern.com/en_US/book/hotel-rooms.10380.html,+1 407-351-5009
yes,-70.9206238,43.133596,hotel,NH,Holiday Inn Express Durham - (UNH),Main Street,2,Durham,https://www.hiexpress.com/hotels/us/en/durham/durnh/hoteldetail,+1 603-868-1234
yes,-75.6522475,39.6864999,hotel,DE,Quality Inn,Geoffrey Drive,65,Newark,http://www.qualityinn.com/hotel-newark-delaware-DE055,+1 302 292-1500
yes,-73.9733615,40.7565021,hotel,NY,Waldorf Astoria New York,Park Avenue,301,New York,https://www.hilton.com/en/hotels/nycwawa-waldorf-astoria-new-york/,+1 212 355 3000
yes,-124.6074197,47.9177746,camp_site,,Mora Campground,,,,https://www.nps.gov/olym/planyourvisit/visiting-mora-and-rialto.htm,
yes,-79.935495,39.0263196,hotel,,,,,,,
yes,-104.844601,41.124618,hotel,WY,Holiday Inn Express Hotel & Suites Cheyenne,Fleischili Parkway,1941,Cheyenne,,+1 307-433-0751
yes,-104.8437842,41.123936,hotel,WY,Candlewood Suites Cheyenne,Tura Parkway,2335,Cheyenne,www.ihg.com,+1-307-634-6622
yes,-112.0028223,40.7700635,hotel,UT,Microtel Inn & Suites by Wyndham Salt Lake City Airport,Tommy Thompson Road,61,Salt Lake City,https://www.wyndhamhotels.com/microtel/salt-lake-city-utah/microtel-salt-lake-city-airport/overview?CID=LC:MT::GGL:RIO:National:28073&iata=00065402,+1-801-895-2843
yes,-86.6939632,34.7544449,hotel,AL,Homewood Suites by Hilton Huntsville-Village of Providence,Town Center Drive,15,Huntsville,https://www.hilton.com/en/hotels/hsvhwhw-homewood-suites-huntsville-village-of-providence/,+1-256-895-9511
yes,-93.2987868,44.9383518,apartment,MN,Greenhouse condominium,Hennepin Avenue South,3540,Minneapolis,,
yes,-103.4243966,43.8930815,hotel,SD,Ramada,Swanzey Street,115,Keystone,,+1-605-215-5850
yes,-122.2740292,37.8017715,hotel,,The Washington Inn,10th Street,493;495,,,
yes,-157.8388068,21.2844321,hotel,HI,The Modern Honolulu,Ala Moana Boulevard,1777,Honolulu,,
yes,-157.8400067,21.2862364,hotel,,Hawaii Prince Hotel,,,,,
yes,-75.3897819,40.0909755,hotel,PA,Fairfield Inn Philadelphia Valley Forge/King of Prussia,Mall Boulevard,258,King of Prussia,https://www.marriott.com/en-us/hotels/phlvf-fairfield-inn-philadelphia-valley-forge-king-of-prussia/overview,+1 610-337-0700
yes,-122.4130624,37.8071475,hotel,CA,Hotel Riu Plaza Fisherman´s Wharf,Mason Street,2500,San Francisco,https://www.riu.com/en/hotel/usa/san-francisco/hotel-riu-plaza-fishermans-wharf/,+1-415-362-5500
yes,-74.1099133,41.5188344,hotel,NY,Courtyard Newburgh Stewart Airport,Governor Drive,4,Newburgh,https://www.marriott.com/hpnnb,+1 845-567-4800
yes,-74.2994138,40.5383245,hotel,,Homestead Studio Suites,Hoover Way,1,Woodbridge,,
yes,-71.1866847,42.3562715,hotel,MA,Four Points by Sheraton,Washington Street,320,Newton,https://www.marriott.com/hotels/travel/bospn-four-points-boston-newton/,+1 617-969-3010
yes,-119.6560568,35.6172806,hotel,CA,Days Inn,Aloma St,14684,"Lost Hills,",https://www.wyndhamhotels.com/days-inn/lost-hills-california/days-inn-lost-hills/overview,+1 661-214-3739
yes,-159.3220474,22.0566637,hotel,HI,Sheraton Kauai Coconut Beach Resort,Aleka Loop,650,Kapaa,https://www.marriott.com/hotels/travel/lihsk-sheraton-kauai-coconut-beach-resort/,+1 808-822-3455
yes,-118.9472787,34.9872805,hotel,,Best Western,Dennis McCarthy Drive,5521,Lebec,https://www.bestwestern.com/en_US/book/hotels-in-lebec/best-western-liberty-inn/propertyCode.05623.html,+1 661-858-7777
yes,-89.3865174,43.075571,hotel,WI,Madison Concourse Hotel,West Dayton Street,1,Madison,https://www.concoursehotel.com/,8003568293
limited,-98.4918711,29.4243304,hotel,,Drury Plaza Hotel Riverwalk,,,,,
yes,-89.3899842,43.0793035,hotel,WI,Edgewater Hotel,Wisconsin Place,1001,Madison,https://theedgewater.com/,+1 800 922 5512
yes,-89.3956365,43.0754941,hotel,WI,Graduate Madison,Langdon Street,601,Madison,https://www.graduatehotels.com/madison/,+1-608-257-4391
yes,-84.1298674,33.7993506,hotel,GA,Atlanta Evergreen Lakeside Resort,Lakeview Drive,4021,Stone Mountain,https://www.atlantaevergreen.com/,+1-770-879-9900
yes,-97.8049822,30.5291395,hotel,TX,Holiday Inn Express,East Whitestone Boulevard,1605,Cedar Park,,
yes,-116.5385492,33.8246308,hotel,CA,Renaissance Palm Springs Hotel,Tahquitz Canyon Way,888,Palm Springs,https://www.marriott.com/hotels/travel/pspbr-renaissance-palm-springs-hotel/,
yes,-97.7468957,30.258545,hotel,TX,Embassy Suites by Hilton Austin Downtown South Congress,South Congress Avenue,300,Austin,https://www.hilton.com/en/hotels/auslkes-embassy-suites-austin-downtown-south-congress/,+1 512-469-9000
yes,-107.3231163,39.5504434,hotel,CO,Glenwood Hot Springs Lodge,East 6th Street,415,Glenwood Springs,https://www.hotspringspool.com/,
yes,-78.8446105,35.8799475,hotel,NC,Wingate by Wyndham Raleigh Durham / Airport,Page Road,5223,Durham,https://www.wyndhamhotels.com/wingate/durham-north-carolina/wingate-by-wyndham-raleigh-durham-airport/overview,+1 919-941-2854
yes,-89.3257603,43.0457863,hotel,WI,Country Inn & Suites,River Place,400,Madison,https://www.radissonhotels.com/en-us/hotels/country-inn-madison-wi,+1 608-221-0055
yes,-107.3312219,39.5532451,hotel,CO,Holiday Inn Express Glenwood Springs,West 1st Street,501,Glenwood Springs,,
yes,-107.3303241,39.5535187,hotel,CO,Hampton Inn Glenwood Springs,West 1st Street,401,Glenwood Springs,https://www.hilton.com/en/hotels/gwscohx-hampton-glenwood-springs/,+1 970-947-9400
yes,-89.3099561,43.1278566,hotel,WI,DoubleTree by Hilton Madison East,East Washington Avenue,4402,Madison,https://www.hilton.com/en/hotels/msnmadt-doubletree-madison-east/,+1 608-244-4703
yes,-76.4993745,42.4377474,hotel,NY,The Hotel Ithaca,South Cayuga Street,222,Ithaca,https://www.thehotelithaca.com/,607-272-1000
yes,-97.064382,32.9546809,hotel,TX,Gaylord Texan Resort & Convention Center,Gaylord Trail,1501,Grapevine,https://www.marriott.de/hotels/travel/dalgt-gaylord-texan-resort-and-convention-center/,+1 817 778 1000
yes,-83.3415748,42.2431344,hotel,MI,La Quinta Inn & Suites Detroit Metro Airport,Flynn Drive,30847,Romulus,https://www.wyndhamhotels.com/laquinta/romulus-michigan/la-quinta-detroit-metro-airport/overview,+1 734-721-1100
yes,-83.3493421,42.2442987,hotel,MI,Springhill Suites by Marriott,Merriman Road,8280,Romulus,https://www.marriott.com/en-us/hotels/dtwas-springhill-suites-detroit-metro-airport-romulus/overview/,+1 734-326-7500
yes,-91.4112366,44.8798665,hotel,WI,Holiday Inn Express Hotel & Suites Eau Claire North,26th Avenue,12858,Chippewa Falls,https://www.ihg.com/holidayinnexpress/hotels/us/en/chippewa-falls/halwi/hoteldetail,+1 715-723-4654
yes,-97.7245845,30.3991694,hotel,TX,The Westin Austin at The Domain,Domain Drive,11301,Austin,https://www.marriott.com/hotels/travel/ausdw-the-westin-austin-at-the-domain/,+1 512-832-4197
yes,-83.0505179,42.3313783,hotel,MI,Hotel Indigo,Washington Boulevard,1020,Detroit,https://www.ihg.com/hotelindigo/hotels/us/en/detroit/dttwb/hoteldetail,+1-313-887-7000
yes,-90.1907188,32.3002851,hotel,MS,Hilton Garden Inn Jackson Downtown,West Capitol Street,235,Jackson,https://hiltongardeninn.hilton.com/en/gi/hotels/index.jhtml?ctyhocn=JANTWGI,
yes,-111.6582661,40.2135895,hotel,UT,Fairfield Inn Provo,South University Avenue,1515,Provo,https://www.marriott.com/hotels/hotel-information/travel/slcpv-fairfield-inn-provo/,+1 801-377-9500
yes,-94.1493462,36.1180734,hotel,AR,Courtyard,East Van Asche Drive,600,Fayetteville,https://www.marriott.com/fyvfc,+1 479-571-4900
yes,-111.6621484,35.1795816,hotel,AZ,Hilton Garden Inn Flagstaff,West Forest Meadows Street,350,Flagstaff,https://www.hilton.com/en/hotels/flgfhgi-hilton-garden-inn-flagstaff/,+1 928-226-8888
